ip_right_type,application_number,classification_system,classification,classification_importance,classification_inventiveness,classification_source,classifying_country_code,classification_date,classification_removal_date,classification_system_version,is_current
pbr,2004/205,genus,bougainvillea,,,,au,,,,True
pbr,2004/206,upov,xeroc_bra,,,,au,,,,True
pbr,2004/206,genus_species,bracteantha bracteata,,,,au,,,,True
pbr,2004/206,genus,bracteantha,,,,au,,,,True
pbr,2004/207,upov,cordy_bau,,,,au,,,,True
pbr,2004/207,genus_species,cordyline obtecta,,,,au,,,,True
pbr,2004/207,genus,cordyline,,,,au,,,,True
pbr,2004/208,upov,pyrus_com,,,,au,,,,True
pbr,2004/208,genus_species,pyrus communis,,,,au,,,,True
pbr,2004/208,genus,pyrus,,,,au,,,,True
pbr,2004/209,upov,liber_ixi,,,,au,,,,True
pbr,2004/209,genus_species,libertia ixioides,,,,au,,,,True
pbr,2004/209,genus,libertia,,,,au,,,,True
pbr,2004/210,upov,rosaa,,,,au,,,,True
pbr,2004/210,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/210,genus,rosa,,,,au,,,,True
pbr,2004/211,upov,rosaa,,,,au,,,,True
pbr,2004/211,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/211,genus,rosa,,,,au,,,,True
pbr,2004/212,upov,rosaa,,,,au,,,,True
pbr,2004/212,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/212,genus,rosa,,,,au,,,,True
pbr,2004/213,upov,rosaa,,,,au,,,,True
pbr,2004/213,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/213,genus,rosa,,,,au,,,,True
pbr,2004/214,upov,rosaa,,,,au,,,,True
pbr,2004/214,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/214,genus,rosa,,,,au,,,,True
pbr,2004/215,upov,rosaa,,,,au,,,,True
pbr,2004/215,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/215,genus,rosa,,,,au,,,,True
pbr,2004/216,upov,triti_aes,,,,au,,,,True
pbr,2004/216,genus_species,triticum aestivum,,,,au,,,,True
pbr,2004/216,genus,triticum,,,,au,,,,True
pbr,2004/217,upov,triti_aes,,,,au,,,,True
pbr,2004/217,genus_species,triticum aestivum,,,,au,,,,True
pbr,2004/217,genus,triticum,,,,au,,,,True
pbr,2004/218,upov,triti_aes,,,,au,,,,True
pbr,2004/218,genus_species,triticum aestivum,,,,au,,,,True
pbr,2004/218,genus,triticum,,,,au,,,,True
pbr,2004/219,upov,rosaa,,,,au,,,,True
pbr,2004/219,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/219,genus,rosa,,,,au,,,,True
pbr,2004/220,upov,rosaa,,,,au,,,,True
pbr,2004/220,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/220,genus,rosa,,,,au,,,,True
pbr,2004/221,upov,rosaa,,,,au,,,,True
pbr,2004/221,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/221,genus,rosa,,,,au,,,,True
pbr,2004/222,upov,rosaa,,,,au,,,,True
pbr,2004/222,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/222,genus,rosa,,,,au,,,,True
pbr,2004/223,upov,rosaa,,,,au,,,,True
pbr,2004/223,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/223,genus,rosa,,,,au,,,,True
pbr,2004/224,upov,rosaa,,,,au,,,,True
pbr,2004/224,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/224,genus,rosa,,,,au,,,,True
pbr,2004/225,upov,prote_cyn,,,,au,,,,True
pbr,2004/225,genus_species,protea cynaroides,,,,au,,,,True
pbr,2004/225,genus,protea,,,,au,,,,True
pbr,2004/226,upov,lupin_alb,,,,au,,,,True
pbr,2004/226,genus_species,lupinus albus,,,,au,,,,True
pbr,2004/226,genus,lupinus,,,,au,,,,True
pbr,2004/227,upov,vitis_vin,,,,au,,,,True
pbr,2004/227,genus_species,vitis vinifera,,,,au,,,,True
pbr,2004/227,genus,vitis,,,,au,,,,True
pbr,2004/228,upov,bouga,,,,au,,,,True
pbr,2004/228,genus_species,bougainvillea hybrid,,,,au,,,,True
pbr,2004/228,genus,bougainvillea,,,,au,,,,True
pbr,2004/229,upov,impat_haw,,,,au,,,,True
pbr,2004/229,genus_species,impatiens hawkeri,,,,au,,,,True
pbr,2004/229,genus,impatiens,,,,au,,,,True
pbr,2004/230,upov,vicia_fab,,,,au,,,,True
pbr,2004/230,genus_species,vicia faba,,,,au,,,,True
pbr,2004/230,genus,vicia,,,,au,,,,True
pbr,2004/231,upov,grevi,,,,au,,,,True
pbr,2004/231,genus_species,grevillea hybrid,,,,au,,,,True
pbr,2004/231,genus,grevillea,,,,au,,,,True
pbr,2004/232,upov,grevi,,,,au,,,,True
pbr,2004/232,genus_species,grevillea hybrid,,,,au,,,,True
pbr,2004/232,genus,grevillea,,,,au,,,,True
pbr,2004/233,upov,melal_pen_lat,,,,au,,,,True
pbr,2004/233,genus_species,melaleuca pentagona var. latifolia,,,,au,,,,True
pbr,2004/233,genus,melaleuca,,,,au,,,,True
pbr,2004/234,upov,lupin_lut,,,,au,,,,True
pbr,2004/234,genus_species,lupinus luteus,,,,au,,,,True
pbr,2004/234,genus,lupinus,,,,au,,,,True
pbr,2004/235,upov,lupin_lut,,,,au,,,,True
pbr,2004/235,genus_species,lupinus luteus,,,,au,,,,True
pbr,2004/235,genus,lupinus,,,,au,,,,True
pbr,2004/236,upov,carth_tin,,,,au,,,,True
pbr,2004/236,genus_species,carthamus tinctorius,,,,au,,,,True
pbr,2004/236,genus,carthamus,,,,au,,,,True
pbr,2004/237,upov,cmlia_sas,,,,au,,,,True
pbr,2004/237,genus_species,camellia sasanqua,,,,au,,,,True
pbr,2004/237,genus,camellia,,,,au,,,,True
pbr,2004/238,upov,cmlia_sas,,,,au,,,,True
pbr,2004/238,genus_species,camellia sasanqua,,,,au,,,,True
pbr,2004/238,genus,camellia,,,,au,,,,True
pbr,2004/239,upov,cmlia_sas,,,,au,,,,True
pbr,2004/239,genus_species,camellia sasanqua,,,,au,,,,True
pbr,2004/239,genus,camellia,,,,au,,,,True
pbr,2004/240,upov,rosaa,,,,au,,,,True
pbr,2004/240,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/240,genus,rosa,,,,au,,,,True
pbr,2004/241,upov,clema,,,,au,,,,True
pbr,2004/241,genus_species,clematis hybrid,,,,au,,,,True
pbr,2004/241,genus,clematis,,,,au,,,,True
pbr,2004/242,upov,sacch,,,,au,,,,True
pbr,2004/242,genus_species,saccharum hybrid,,,,au,,,,True
pbr,2004/242,genus,saccharum,,,,au,,,,True
pbr,2004/243,upov,sacch,,,,au,,,,True
pbr,2004/243,genus_species,saccharum hybrid,,,,au,,,,True
pbr,2004/243,genus,saccharum,,,,au,,,,True
pbr,2004/244,upov,sacch,,,,au,,,,True
pbr,2004/244,genus_species,saccharum hybrid,,,,au,,,,True
pbr,2004/244,genus,saccharum,,,,au,,,,True
pbr,2004/245,upov,sacch,,,,au,,,,True
pbr,2004/245,genus_species,saccharum hybrid,,,,au,,,,True
pbr,2004/245,genus,saccharum,,,,au,,,,True
pbr,2004/246,upov,sacch,,,,au,,,,True
pbr,2004/246,genus_species,saccharum hybrid,,,,au,,,,True
pbr,2004/246,genus,saccharum,,,,au,,,,True
pbr,2004/247,upov,sacch,,,,au,,,,True
pbr,2004/247,genus_species,saccharum hybrid,,,,au,,,,True
pbr,2004/247,genus,saccharum,,,,au,,,,True
pbr,2004/248,upov,prunu_avi,,,,au,,,,True
pbr,2004/248,genus_species,prunus avium,,,,au,,,,True
pbr,2004/248,genus,prunus,,,,au,,,,True
pbr,2004/249,upov,loman_fil,,,,au,,,,True
pbr,2004/249,genus_species,lomandra filiformis subsp coriacea,,,,au,,,,True
pbr,2004/249,genus,lomandra,,,,au,,,,True
pbr,2004/250,upov,phorm_ten,,,,au,,,,True
pbr,2004/250,genus_species,phormium tenax,,,,au,,,,True
pbr,2004/250,genus,phormium,,,,au,,,,True
pbr,2004/251,upov,phorm_ten,,,,au,,,,True
pbr,2004/251,genus_species,phormium tenax,,,,au,,,,True
pbr,2004/251,genus,phormium,,,,au,,,,True
pbr,2004/252,upov,mangi_ind,,,,au,,,,True
pbr,2004/252,genus_species,mangifera indica,,,,au,,,,True
pbr,2004/252,genus,mangifera,,,,au,,,,True
pbr,2004/253,upov,triti_aes,,,,au,,,,True
pbr,2004/253,genus_species,triticum aestivum,,,,au,,,,True
pbr,2004/253,genus,triticum,,,,au,,,,True
pbr,2004/254,upov,triti_aes,,,,au,,,,True
pbr,2004/254,genus_species,triticum aestivum,,,,au,,,,True
pbr,2004/254,genus,triticum,,,,au,,,,True
pbr,2004/255,upov,triti_aes,,,,au,,,,True
pbr,2004/255,genus_species,triticum aestivum,,,,au,,,,True
pbr,2004/255,genus,triticum,,,,au,,,,True
pbr,2004/256,upov,xeroc_bra,,,,au,,,,True
pbr,2004/256,genus_species,bracteantha bracteata,,,,au,,,,True
pbr,2004/256,genus,bracteantha,,,,au,,,,True
pbr,2004/257,upov,xeroc_bra,,,,au,,,,True
pbr,2004/257,genus_species,bracteantha bracteata,,,,au,,,,True
pbr,2004/257,genus,bracteantha,,,,au,,,,True
pbr,2004/258,upov,xeroc_bra,,,,au,,,,True
pbr,2004/258,genus_species,bracteantha bracteata,,,,au,,,,True
pbr,2004/258,genus,bracteantha,,,,au,,,,True
pbr,2004/259,upov,xeroc_bra,,,,au,,,,True
pbr,2004/259,genus_species,bracteantha bracteata,,,,au,,,,True
pbr,2004/259,genus,bracteantha,,,,au,,,,True
pbr,2004/260,upov,xeroc_bra,,,,au,,,,True
pbr,2004/260,genus_species,bracteantha bracteata,,,,au,,,,True
pbr,2004/260,genus,bracteantha,,,,au,,,,True
pbr,2004/261,upov,xeroc_bra,,,,au,,,,True
pbr,2004/261,genus_species,bracteantha bracteata,,,,au,,,,True
pbr,2004/261,genus,bracteantha,,,,au,,,,True
pbr,2004/262,upov,anigo_fla,,,,au,,,,True
pbr,2004/262,genus_species,anigozanthos flavidus,,,,au,,,,True
pbr,2004/262,genus,anigozanthos,,,,au,,,,True
pbr,2004/263,upov,euony_jap,,,,au,,,,True
pbr,2004/263,genus_species,euonymus japonicus,,,,au,,,,True
pbr,2004/263,genus,euonymus,,,,au,,,,True
pbr,2004/264,upov,brass_nap,,,,au,,,,True
pbr,2004/264,genus_species,brassica napus,,,,au,,,,True
pbr,2004/264,genus,brassica,,,,au,,,,True
pbr,2004/265,upov,brass_nap,,,,au,,,,True
pbr,2004/265,genus_species,brassica napus,,,,au,,,,True
pbr,2004/265,genus,brassica,,,,au,,,,True
pbr,2004/266,upov,brass_nap,,,,au,,,,True
pbr,2004/266,genus_species,brassica napus,,,,au,,,,True
pbr,2004/266,genus,brassica,,,,au,,,,True
pbr,2004/267,upov,brass_nap,,,,au,,,,True
pbr,2004/267,genus_species,brassica napus,,,,au,,,,True
pbr,2004/267,genus,brassica,,,,au,,,,True
pbr,2004/268,upov,rosaa,,,,au,,,,True
pbr,2004/268,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/268,genus,rosa,,,,au,,,,True
pbr,2004/269,upov,rosaa,,,,au,,,,True
pbr,2004/269,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/269,genus,rosa,,,,au,,,,True
pbr,2004/270,upov,aglao,,,,au,,,,True
pbr,2004/270,genus_species,aglaonema hybrid,,,,au,,,,True
pbr,2004/270,genus,aglaonema,,,,au,,,,True
pbr,2004/271,upov,cicer_ari,,,,au,,,,True
pbr,2004/271,genus_species,cicer arietinum,,,,au,,,,True
pbr,2004/271,genus,cicer,,,,au,,,,True
pbr,2004/272,upov,cicer_ari,,,,au,,,,True
pbr,2004/272,genus_species,cicer arietinum,,,,au,,,,True
pbr,2004/272,genus,cicer,,,,au,,,,True
pbr,2004/273,upov,gossy_hir,,,,au,,,,True
pbr,2004/273,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/273,genus,gossypium,,,,au,,,,True
pbr,2004/274,upov,gossy_hir,,,,au,,,,True
pbr,2004/274,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/274,genus,gossypium,,,,au,,,,True
pbr,2004/275,upov,gossy_hir,,,,au,,,,True
pbr,2004/275,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/275,genus,gossypium,,,,au,,,,True
pbr,2004/276,upov,erysi_asp,,,,au,,,,True
pbr,2004/276,genus_species,erysimum asperum,,,,au,,,,True
pbr,2004/276,genus,erysimum,,,,au,,,,True
pbr,2004/277,upov,cryls_ave,,,,au,,,,True
pbr,2004/277,genus_species,corylus avellana,,,,au,,,,True
pbr,2004/277,genus,corylus,,,,au,,,,True
pbr,2004/278,upov,gossy_hir,,,,au,,,,True
pbr,2004/278,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/278,genus,gossypium,,,,au,,,,True
pbr,2004/279,upov,gossy_hir,,,,au,,,,True
pbr,2004/279,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/279,genus,gossypium,,,,au,,,,True
pbr,2004/280,upov,gossy_hir,,,,au,,,,True
pbr,2004/280,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/280,genus,gossypium,,,,au,,,,True
pbr,2004/281,upov,gossy_hir,,,,au,,,,True
pbr,2004/281,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/281,genus,gossypium,,,,au,,,,True
pbr,2004/282,upov,gossy_hir,,,,au,,,,True
pbr,2004/282,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/282,genus,gossypium,,,,au,,,,True
pbr,2004/283,upov,gossy_hir,,,,au,,,,True
pbr,2004/283,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/283,genus,gossypium,,,,au,,,,True
pbr,2004/284,upov,gossy_hir,,,,au,,,,True
pbr,2004/284,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/284,genus,gossypium,,,,au,,,,True
pbr,2004/285,upov,gossy_hir,,,,au,,,,True
pbr,2004/285,genus_species,gossypium hirsutum,,,,au,,,,True
pbr,2004/285,genus,gossypium,,,,au,,,,True
pbr,2004/286,upov,diasc,,,,au,,,,True
pbr,2004/286,genus_species,diascia hybrid,,,,au,,,,True
pbr,2004/286,genus,diascia,,,,au,,,,True
pbr,2004/287,upov,diasc,,,,au,,,,True
pbr,2004/287,genus_species,diascia hybrid,,,,au,,,,True
pbr,2004/287,genus,diascia,,,,au,,,,True
pbr,2004/288,upov,trfol_sub_bra,,,,au,,,,True
pbr,2004/288,genus_species,trifolium subterraneum ssp. brachycalycinum,,,,au,,,,True
pbr,2004/288,genus,trifolium,,,,au,,,,True
pbr,2004/289,upov,triti_aes,,,,au,,,,True
pbr,2004/289,genus_species,triticum aestivum,,,,au,,,,True
pbr,2004/289,genus,triticum,,,,au,,,,True
pbr,2004/290,upov,niere,,,,au,,,,True
pbr,2004/290,genus_species,nierembergia hybrid,,,,au,,,,True
pbr,2004/290,genus,nierembergia,,,,au,,,,True
pbr,2004/291,upov,phyge,,,,au,,,,True
pbr,2004/291,genus_species,phygelius hybrid,,,,au,,,,True
pbr,2004/291,genus,phygelius,,,,au,,,,True
pbr,2004/292,upov,phyge,,,,au,,,,True
pbr,2004/292,genus_species,phygelius hybrid,,,,au,,,,True
pbr,2004/292,genus,phygelius,,,,au,,,,True
pbr,2004/293,upov,phyge,,,,au,,,,True
pbr,2004/293,genus_species,phygelius hybrid,,,,au,,,,True
pbr,2004/293,genus,phygelius,,,,au,,,,True
pbr,2004/294,upov,phyge,,,,au,,,,True
pbr,2004/294,genus_species,phygelius hybrid,,,,au,,,,True
pbr,2004/294,genus,phygelius,,,,au,,,,True
pbr,2004/295,upov,malus_dom,,,,au,,,,True
pbr,2004/295,genus_species,malus domestica,,,,au,,,,True
pbr,2004/295,genus,malus,,,,au,,,,True
pbr,2004/296,upov,rosaa,,,,au,,,,True
pbr,2004/296,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/296,genus,rosa,,,,au,,,,True
pbr,2004/297,upov,rosaa,,,,au,,,,True
pbr,2004/297,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/297,genus,rosa,,,,au,,,,True
pbr,2004/298,upov,geran,,,,au,,,,True
pbr,2004/298,genus_species,geranium hybrid,,,,au,,,,True
pbr,2004/298,genus,geranium,,,,au,,,,True
pbr,2004/299,upov,cynod_mag,,,,au,,,,True
pbr,2004/299,genus_species,cynodon transvaalensis x c. dactylon,,,,au,,,,True
pbr,2004/299,genus,cynodon,,,,au,,,,True
pbr,2004/306,upov,prunu_per,,,,au,,,,True
pbr,2004/306,genus_species,prunus persica,,,,au,,,,True
pbr,2004/306,genus,prunus,,,,au,,,,True
pbr,2004/307,upov,prunu_per,,,,au,,,,True
pbr,2004/307,genus_species,prunus persica,,,,au,,,,True
pbr,2004/307,genus,prunus,,,,au,,,,True
pbr,2004/308,upov,prunu_per,,,,au,,,,True
pbr,2004/308,genus_species,prunus persica,,,,au,,,,True
pbr,2004/308,genus,prunus,,,,au,,,,True
pbr,2004/309,upov,prunu_per,,,,au,,,,True
pbr,2004/309,genus_species,prunus persica,,,,au,,,,True
pbr,2004/309,genus,prunus,,,,au,,,,True
pbr,2004/310,upov,prunu_per,,,,au,,,,True
pbr,2004/310,genus_species,prunus persica,,,,au,,,,True
pbr,2004/310,genus,prunus,,,,au,,,,True
pbr,2004/311,upov,lptos,,,,au,,,,True
pbr,2004/311,genus_species,leptospermum hybrid,,,,au,,,,True
pbr,2004/311,genus,leptospermum,,,,au,,,,True
pbr,2004/312,upov,capsi_ann,,,,au,,,,True
pbr,2004/312,genus_species,capsicum annuum var. annuum,,,,au,,,,True
pbr,2004/312,genus,capsicum,,,,au,,,,True
pbr,2004/313,upov,capsi_ann,,,,au,,,,True
pbr,2004/313,genus_species,capsicum annuum var. annuum,,,,au,,,,True
pbr,2004/313,genus,capsicum,,,,au,,,,True
pbr,2004/314,upov,capsi_ann,,,,au,,,,True
pbr,2004/314,genus_species,capsicum annuum var. annuum,,,,au,,,,True
pbr,2004/314,genus,capsicum,,,,au,,,,True
pbr,2004/315,upov,triti_tur_dur,,,,au,,,,True
pbr,2004/315,genus_species,triticum turgidum ssp. durum,,,,au,,,,True
pbr,2004/315,genus,triticum,,,,au,,,,True
pbr,2004/316,upov,triti_tur_dur,,,,au,,,,True
pbr,2004/316,genus_species,triticum turgidum ssp. durum,,,,au,,,,True
pbr,2004/316,genus,triticum,,,,au,,,,True
pbr,2004/317,upov,syzyg_pan,,,,au,,,,True
pbr,2004/317,genus_species,syzygium paniculatum,,,,au,,,,True
pbr,2004/317,genus,syzygium,,,,au,,,,True
pbr,2004/318,upov,malus_dom,,,,au,,,,True
pbr,2004/318,genus_species,malus domestica,,,,au,,,,True
pbr,2004/318,genus,malus,,,,au,,,,True
pbr,2004/319,upov,malus_dom,,,,au,,,,True
pbr,2004/319,genus_species,malus domestica,,,,au,,,,True
pbr,2004/319,genus,malus,,,,au,,,,True
pbr,2004/320,upov,vitis_vin,,,,au,,,,True
pbr,2004/320,genus_species,vitis vinifera,,,,au,,,,True
pbr,2004/320,genus,vitis,,,,au,,,,True
pbr,2004/321,upov,vitis_vin,,,,au,,,,True
pbr,2004/321,genus_species,vitis vinifera,,,,au,,,,True
pbr,2004/321,genus,vitis,,,,au,,,,True
pbr,2004/322,upov,vitis_vin,,,,au,,,,True
pbr,2004/322,genus_species,vitis vinifera,,,,au,,,,True
pbr,2004/322,genus,vitis,,,,au,,,,True
pbr,2004/323,upov,avena_sat,,,,au,,,,True
pbr,2004/323,genus_species,avena sativa,,,,au,,,,True
pbr,2004/323,genus,avena,,,,au,,,,True
pbr,2004/324,upov,tritl,,,,au,,,,True
pbr,2004/324,genus_species,,,,,au,,,,True
pbr,2004/324,genus,xtriticosecale,,,,au,,,,True
pbr,2004/325,upov,bruni_sal,,,,au,,,,True
pbr,2004/325,genus_species,brunia stokoei x brunia albiflora,,,,au,,,,True
pbr,2004/325,genus,brunia,,,,au,,,,True
pbr,2004/326,upov,triti_aes,,,,au,,,,True
pbr,2004/326,genus_species,triticum aestivum,,,,au,,,,True
pbr,2004/326,genus,triticum,,,,au,,,,True
pbr,2004/327,upov,leucd,,,,au,,,,True
pbr,2004/327,genus_species,leucadendron hybrid,,,,au,,,,True
pbr,2004/327,genus,leucadendron,,,,au,,,,True
pbr,2004/328,upov,brass_nap,,,,au,,,,True
pbr,2004/328,genus_species,brassica napus,,,,au,,,,True
pbr,2004/328,genus,brassica,,,,au,,,,True
pbr,2004/329,upov,brass_nap,,,,au,,,,True
pbr,2004/329,genus_species,brassica napus,,,,au,,,,True
pbr,2004/329,genus,brassica,,,,au,,,,True
pbr,2004/330,upov,aglao,,,,au,,,,True
pbr,2004/330,genus_species,aglaonema hybrid,,,,au,,,,True
pbr,2004/330,genus,aglaonema,,,,au,,,,True
pbr,2004/331,upov,mangi_ind,,,,au,,,,True
pbr,2004/331,genus_species,mangifera indica,,,,au,,,,True
pbr,2004/331,genus,mangifera,,,,au,,,,True
pbr,2004/332,upov,fraga_ana,,,,au,,,,True
pbr,2004/332,genus_species,fragaria xananassa,,,,au,,,,True
pbr,2004/332,genus,fragaria,,,,au,,,,True
pbr,2004/333,upov,cicer_ari,,,,au,,,,True
pbr,2004/333,genus_species,cicer arietinum,,,,au,,,,True
pbr,2004/333,genus,cicer,,,,au,,,,True
pbr,2004/334,upov,cicer_ari,,,,au,,,,True
pbr,2004/334,genus_species,cicer arietinum,,,,au,,,,True
pbr,2004/334,genus,cicer,,,,au,,,,True
pbr,2004/335,upov,alstr,,,,au,,,,True
pbr,2004/335,genus_species,alstroemeria hybrid,,,,au,,,,True
pbr,2004/335,genus,alstroemeria,,,,au,,,,True
pbr,2004/336,upov,alstr,,,,au,,,,True
pbr,2004/336,genus_species,alstroemeria hybrid,,,,au,,,,True
pbr,2004/336,genus,alstroemeria,,,,au,,,,True
pbr,2004/337,upov,rosaa,,,,au,,,,True
pbr,2004/337,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/337,genus,rosa,,,,au,,,,True
pbr,2004/338,upov,rosaa,,,,au,,,,True
pbr,2004/338,genus_species,rosa hybrid,,,,au,,,,True
pbr,2004/338,genus,rosa,,,,au,,,,True
pbr,2004/339,upov,cicer_ari,,,,au,,,,True
pbr,2004/339,genus_species,cicer arietinum,,,,au,,,,True
pbr,2004/339,genus,cicer,,,,au,,,,True
pbr,2005/001,upov,medic_sat,,,,au,,,,True
pbr,2005/001,genus_species,medicago sativa,,,,au,,,,True
pbr,2005/001,genus,medicago,,,,au,,,,True
pbr,2008/002,upov,clema_vit,,,,au,,,,True
pbr,2008/002,genus_species,clematis viticella,,,,au,,,,True
pbr,2008/002,genus,clematis,,,,au,,,,True
pbr,2008/003,upov,clema_vit,,,,au,,,,True
pbr,2008/003,genus_species,clematis viticella,,,,au,,,,True
pbr,2008/003,genus,clematis,,,,au,,,,True
pbr,2008/004,upov,clema_vit,,,,au,,,,True
pbr,2008/004,genus_species,clematis viticella,,,,au,,,,True
pbr,2008/004,genus,clematis,,,,au,,,,True
pbr,2008/005,upov,anthu_and,,,,au,,,,True
pbr,2008/005,genus_species,anthurium andraeanum,,,,au,,,,True
pbr,2008/005,genus,anthurium,,,,au,,,,True
pbr,2008/006,upov,anthu_and,,,,au,,,,True
pbr,2008/006,genus_species,anthurium andraeanum,,,,au,,,,True
pbr,2008/006,genus,anthurium,,,,au,,,,True
pbr,2008/007,upov,anthu_and,,,,au,,,,True
pbr,2008/007,genus_species,anthurium andraeanum,,,,au,,,,True
pbr,2008/007,genus,anthurium,,,,au,,,,True
pbr,2008/008,upov,anthu_and,,,,au,,,,True
pbr,2008/008,genus_species,anthurium andraeanum,,,,au,,,,True
pbr,2008/008,genus,anthurium,,,,au,,,,True
pbr,2008/009,upov,anthu_and,,,,au,,,,True
pbr,2008/009,genus_species,anthurium andraeanum,,,,au,,,,True
pbr,2008/009,genus,anthurium,,,,au,,,,True
pbr,2008/010,upov,anthu_and,,,,au,,,,True
pbr,2008/010,genus_species,anthurium andraeanum,,,,au,,,,True
pbr,2008/010,genus,anthurium,,,,au,,,,True
pbr,2008/011,upov,anthu_and,,,,au,,,,True
pbr,2008/011,genus_species,anthurium andraeanum,,,,au,,,,True
pbr,2008/011,genus,anthurium,,,,au,,,,True
pbr,2008/012,upov,anthu_and,,,,au,,,,True
pbr,2008/012,genus_species,anthurium andraeanum,,,,au,,,,True
pbr,2008/012,genus,anthurium,,,,au,,,,True
pbr,2008/013,upov,acmen_smi,,,,au,,,,True
pbr,2008/013,genus_species,acmena smithii,,,,au,,,,True
pbr,2008/013,genus,acmena,,,,au,,,,True
pbr,2008/014,upov,prunu_arm,,,,au,,,,True
pbr,2008/014,genus_species,prunus armeniaca,,,,au,,,,True
pbr,2008/014,genus,prunus,,,,au,,,,True
pbr,2008/015,upov,lactu_sat,,,,au,,,,True
pbr,2008/015,genus_species,lactuca sativa,,,,au,,,,True
pbr,2008/015,genus,lactuca,,,,au,,,,True
pbr,2008/016,upov,plata_ori,,,,au,,,,True
pbr,2008/016,genus_species,platanus orientalis,,,,au,,,,True
pbr,2008/016,genus,platanus,,,,au,,,,True
pbr,2008/017,upov,prunu_vir,,,,au,,,,True
pbr,2008/017,genus_species,prunus virginiana,,,,au,,,,True
pbr,2008/017,genus,prunus,,,,au,,,,True
pbr,2008/018,upov,rosaa,,,,au,,,,True
pbr,2008/018,genus_species,rosa hybrid,,,,au,,,,True
pbr,2008/018,genus,rosa,,,,au,,,,True
pbr,2008/019,upov,rosaa,,,,au,,,,True
pbr,2008/019,genus_species,rosa hybrid,,,,au,,,,True
pbr,2008/019,genus,rosa,,,,au,,,,True
pbr,2008/020,upov,brass_nap,,,,au,,,,True
pbr,2008/020,genus_species,brassica napus,,,,au,,,,True
pbr,2008/020,genus,brassica,,,,au,,,,True
pbr,2008/021,upov,brass_nap,,,,au,,,,True
pbr,2008/021,genus_species,brassica napus,,,,au,,,,True
pbr,2008/021,genus,brassica,,,,au,,,,True
pbr,2008/022,upov,brass_nap,,,,au,,,,True
pbr,2008/022,genus_species,brassica napus,,,,au,,,,True
pbr,2008/022,genus,brassica,,,,au,,,,True
pbr,2008/023,upov,prunu_per,,,,au,,,,True
pbr,2008/023,genus_species,prunus persica,,,,au,,,,True
pbr,2008/023,genus,prunus,,,,au,,,,True
pbr,2008/024,upov,citru,,,,au,,,,True
pbr,2008/024,genus_species,,,,,au,,,,True
pbr,2008/024,genus,citrus,,,,au,,,,True
pbr,2008/025,upov,triti_aes,,,,au,,,,True
pbr,2008/025,genus_species,triticum aestivum,,,,au,,,,True
pbr,2008/025,genus,triticum,,,,au,,,,True
pbr,2008/026,upov,loliu_mul,,,,au,,,,True
pbr,2008/026,genus_species,lolium multiflorum,,,,au,,,,True
pbr,2008/026,genus,lolium,,,,au,,,,True
pbr,2008/027,upov,rosaa,,,,au,,,,True
pbr,2008/027,genus_species,rosa hybrid,,,,au,,,,True
pbr,2008/027,genus,rosa,,,,au,,,,True
pbr,2008/028,upov,triti_tur,,,,au,,,,True
pbr,2008/028,genus_species,triticum turgidum,,,,au,,,,True
pbr,2008/028,genus,triticum,,,,au,,,,True
pbr,2008/029,upov,triti_aes,,,,au,,,,True
pbr,2008/029,genus_species,triticum aestivum,,,,au,,,,True
pbr,2008/029,genus,triticum,,,,au,,,,True
pbr,2008/030,upov,pater_occ,,,,au,,,,True
pbr,2008/030,genus_species,patersonia occidentalis,,,,au,,,,True
pbr,2008/030,genus,patersonia,,,,au,,,,True
pbr,2008/031,upov,loman_con_pal,,,,au,,,,True
pbr,2008/031,genus_species,lomandra confertifolia subsp. pallida,,,,au,,,,True
pbr,2008/031,genus,lomandra,,,,au,,,,True
